|                  object|        ra|      dec|
|                    char|    double|   double|
|                        |          |         |
|                    null|      null|     null|
 SDSS J131011.71+451054.1  197.54883  45.18171 
 SDSS J132034.44+434618.3 200.143545  43.77176 
 SDSS J131738.00+434838.2  199.40832  43.81065 
 SDSS J131705.93+435713.2 199.274745  43.95366 
 SDSS J131259.92+431215.5  198.24963  43.20438 
 SDSS J131325.85+433214.7  198.35769  43.53744 
 SDSS J131036.03+425111.0 197.650155  42.85306 
 SDSS J131111.33+434334.7  197.79723  43.72633 
 SDSS J130905.45+433843.7  197.27271   43.6455 
 SDSS J130851.13+440109.5  197.21307  44.01933 
 SDSS J130837.91+434415.1  197.15796  43.73754 
 SDSS J130732.29+440325.4  196.88457  44.05706 
 SDSS J130726.45+451310.6  196.86027   45.2196 
 SDSS J131034.38+450409.9  197.64327   45.0694 
 SDSS J131102.16+445956.5 197.759055  44.99904 
 SDSS J131057.00+445146.3   197.7375  44.86287 
 SDSS J131220.38+452439.4  198.08493  45.41094 
 SDSS J131312.29+443838.0 198.301245  44.64391 
 SDSS J131607.72+443523.0 199.032165  44.58973 
 SDSS J131433.95+453325.3  198.64146  45.55703 
 SDSS J131424.10+452508.4 198.600435  45.41902 
 SDSS J131727.21+445649.8  199.36338  44.94718 
 SDSS J131843.77+451245.1   199.6824  45.21255 
 SDSS J132448.71+423506.1  201.20295  42.58503 
 SDSS J132310.52+430510.5  200.79384  43.08626 
 SDSS J132117.81+423515.2 200.324235  42.58757 
 SDSS J132348.45+431804.2  200.95188  43.30119 
 SDSS J132113.78+433021.8 200.307435  43.50608 
 SDSS J131931.42+425138.3 199.880955  42.86065 
 SDSS J131929.36+425250.9 199.872345  42.88081 
 SDSS J131721.93+433828.2  199.34142  43.64117 
 SDSS J131600.54+434139.3  199.00227  43.69426 
 SDSS J132219.07+443235.3 200.579475  44.54316 
 SDSS J132706.95+440652.3  201.77901  44.11453 
 SDSS J132921.48+442716.4  202.33953  44.45456 
 SDSS J135053.15+394201.7  207.72147  39.70048 
 SDSS J134452.43+402339.8  206.21847  40.39441 
 SDSS J134359.43+400028.6  205.99764  40.00796 
 SDSS J134403.89+395440.7  206.01618  39.91132 
 SDSS J134105.10+395945.4 205.271265  39.99595 
 SDSS J134133.52+402042.3  205.38966  40.34511 
 SDSS J134207.88+410908.4 205.532835  41.15236 
 SDSS J134153.68+404601.2 205.473675  40.76702 
 SDSS J134441.53+402802.2 206.173065  40.46729 
 SDSS J134733.15+410320.5  206.88816  41.05571 
 SDSS J140033.04+384808.3   210.1377  38.80233 
 SDSS J140310.70+393949.7  210.79458  39.66383 
 SDSS J135527.76+391311.8  208.86567  39.21996 
 SDSS J135238.37+385248.4 208.159875  38.88013 
 SDSS J135104.56+391923.9  207.76905  39.32332 
 SDSS J135606.64+410521.8  209.02767  41.08941 
 SDSS J135635.78+401709.9 209.149095   40.2861 
 SDSS J135929.59+400902.6  209.87331  40.15075 
 SDSS J140221.74+400839.9  210.59061  40.14442 
 SDSS J140930.66+375750.0 212.377785  37.96389 
 SDSS J140847.37+382634.7 212.197425  38.44299 
 SDSS J141002.36+384229.2  212.50986  38.70812 
 SDSS J140949.26+390622.1  212.45526  39.10614 
 SDSS J140755.44+385334.2 211.981035  38.89283 
 SDSS J140711.26+383141.2  211.79694  38.52812 
 SDSS J140633.24+391228.5 211.638525  39.20792 
 SDSS J140458.35+383803.2  211.24314  38.63425 
 SDSS J140311.77+385200.6  210.79905  38.86687 
 SDSS J140234.92+390216.5 210.645525  39.03793 
 SDSS J140101.00+400556.0  210.25419  40.09892 
 SDSS J135907.04+393736.1  209.77935  39.62669 
 SDSS J140235.95+395802.4   210.6498  39.96736 
 SDSS J140604.02+404138.7 211.516785  40.69411 
 SDSS J141055.49+394619.7 212.731245  39.77215 
 SDSS J141243.60+395858.8  213.18168  39.98302 
 SDSS J142122.67+373059.4  215.34447  37.51652 
 SDSS J141837.65+374624.5   214.6569  37.77348 
 SDSS J141858.60+373106.3  214.74417  37.51844 
 SDSS J141153.44+381137.8 212.972685  38.19385 
 SDSS J141238.14+391836.6 213.158955  39.31017 
 SDSS J141513.63+394213.2 213.806175  39.70365 
 SDSS J141529.93+394121.5 213.874725  39.68932 
 SDSS J141631.80+393520.5   214.1325  39.58905 
 SDSS J141651.28+393903.6  214.21368  39.65101 
 SDSS J141918.81+394035.8 214.828335  39.67665 
 SDSS J141957.67+393039.6  214.99029  39.51102 
 SDSS J143335.10+372537.4  218.39631  37.42669 
 SDSS J143235.58+372126.0 218.148255  37.35723 
 SDSS J142724.23+372817.1  216.85098  37.47141 
 SDSS J142421.17+370552.8 216.088245  37.09803 
 SDSS J142246.68+375942.9  215.69454  37.99525 
 SDSS J142637.32+390754.4 216.655485  39.13183 
 SDSS J142728.49+381042.5 216.868725   38.1785 
 SDSS J142721.39+375057.7  216.83916  37.84937 
 SDSS J142745.89+390832.1  216.94122  39.14225 
 SDSS J143109.36+374841.1  217.78902  37.81144 
 SDSS J143447.10+380513.5  218.69625   38.0871 
 SDSS J144508.97+363733.5  221.28741  36.62598 
 SDSS J144335.08+363708.3 220.896195  36.61899 
 SDSS J143910.67+360539.2  219.79446  36.09424 
 SDSS J143938.23+360635.9 219.909315     36.11 
 SDSS J143722.14+363404.2 219.342255  36.56786 
 SDSS J143712.96+361544.3  219.30402  36.26233 
 SDSS J143552.25+362313.9  218.96775   36.3872 
 SDSS J143255.78+371200.0 218.232435      37.2 
 SDSS J143714.69+382715.2 219.311235  38.45427 
 SDSS J143632.11+373744.1  219.13377  37.62891 
 SDSS J144003.44+370727.4  220.01436  37.12428 
 SDSS J144038.80+372726.6 220.161675  37.45739 
 SDSS J144239.37+370410.6  220.66407  37.06963 
 SDSS J144322.87+374014.9  220.84533  37.67083 
 SDSS J144623.47+370419.9  221.59779  37.07219 
 SDSS J145316.97+344458.7  223.32075  34.74964 
 SDSS J145427.38+352627.1 223.614105  35.44087 
 SDSS J145054.16+350837.8   222.7257  35.14385 
 SDSS J144655.13+355250.8  221.72973  35.88079 
 SDSS J144521.34+353448.3  221.33895   35.5801 
 SDSS J144358.17+365804.2  220.99242  36.96785 
 SDSS J144513.32+370058.8  221.30553  37.01634 
 SDSS J144759.72+371606.1  221.99886  37.26836 
 SDSS J144824.60+365018.7 222.102525  36.83852 
 SDSS J144828.93+365309.7 222.120555  36.88605 
 SDSS J144907.53+361344.9  222.28137  36.22915 
 SDSS J145339.57+361656.9  223.41489  36.28247 
 SDSS J145554.80+360310.9 223.978335  36.05305 
 SDSS J145506.93+360951.3  223.77888  36.16426 
 SDSS J150319.58+344210.4 225.831615  34.70291 
 SDSS J150244.51+345551.2 225.685485  34.93089 
 SDSS J150004.23+345617.0 225.017655  34.93806 
 SDSS J145822.89+361349.6  224.59539  36.23045 
 SDSS J150031.48+362849.8 225.131175  36.48051 
 SDSS J150129.36+363416.3 225.372375   36.5712 
 SDSS J150425.02+352651.2  226.10427  35.44757 
 SDSS J150959.74+332746.1 227.498955  33.46281 
 SDSS J150256.91+340853.8  225.73713   34.1483 
 SDSS J150705.32+350849.3  226.77219  35.14706 
 SDSS J150743.62+352724.1  226.93176  35.45668 
 SDSS J150741.73+344659.9   226.9239  34.78332 
 SDSS J151235.83+344552.7 228.149325  34.76465 
 SDSS J151319.23+343133.7  228.33012  34.52605 
 SDSS J151600.58+342119.1 229.002435  34.35532 
 SDSS J152047.29+332004.4 230.197035  33.33455 
 SDSS J151929.63+320408.6   229.8735  32.06908 
 SDSS J151932.67+330329.3  229.88613  33.05816 
 SDSS J151202.06+325455.2 228.008625  32.91536 
 SDSS J150957.37+332715.0  227.48907  33.45417 
 SDSS J151322.77+340144.4  228.34491  34.02901 
 SDSS J151041.11+333504.7  227.67132  33.58465 
 SDSS J151554.87+344346.3  228.97866  34.72954 
 SDSS J151459.31+334900.9 228.747135  33.81692 
 SDSS J153016.40+320646.4  232.56834  32.11291 
 SDSS J152714.86+310424.6 231.811935  31.07352 
 SDSS J152542.44+310923.3 231.426855  31.15647 
 SDSS J152349.34+321350.2   230.9556  32.23064 
 SDSS J152034.71+333501.7  230.14467  33.58381 
 SDSS J152500.83+332359.8   231.2535  33.39996 
 SDSS J152851.88+324117.1 232.216185   32.6881 
 SDSS J153659.17+310539.0 234.246555  31.09417 
 SDSS J153517.73+304811.9  233.82387  30.80329 
 SDSS J153511.33+305128.0 233.797245  30.85778 
 SDSS J153227.55+302843.1 233.114805  30.47866 
 SDSS J153253.78+302059.4 233.224095  30.34983 
 SDSS J153139.68+303348.8 232.915335  30.56358 
 SDSS J152945.60+304235.6 232.440015   30.7099 
 SDSS J152709.17+323810.2  231.78822  32.63618 
 SDSS J152435.37+315356.3 231.147405  31.89898 
 SDSS J152557.90+320549.2  231.49125  32.09702 
 SDSS J152522.33+314037.1 231.343065  31.67698 
 SDSS J152429.93+313208.9 231.124725  31.53583 
 SDSS J153132.97+321413.9 232.887375  32.23721 
 SDSS J153142.07+314016.3 232.925325  31.67122 
 SDSS J153301.91+322039.1  233.25798  32.34421 
 SDSS J153653.58+315916.4  234.22326  31.98791 
 SDSS J154430.52+295401.3 236.127195  29.90037 
 SDSS J154414.51+301922.2  236.06049  30.32284 
 SDSS J153833.21+301615.2 234.638415   30.2709 
 SDSS J153717.98+300431.2 234.324945  30.07534 
 SDSS J153721.77+295146.7 234.340725  29.86298 
 SDSS J153950.77+304303.9 234.961575  30.71778 
 SDSS J153946.17+304135.7  234.94242  30.69326 
 SDSS J154205.01+303820.7 235.520895   30.6391 
 SDSS J155120.94+285227.0 237.837285  28.87418 
 SDSS J154755.96+284849.3  236.98317  28.81372 
 SDSS J154745.96+283830.1   236.9415  28.64169 
 SDSS J154505.52+301635.8  236.27301  30.27662 
 SDSS J154450.03+293825.8  236.20848   29.6405 
 SDSS J154442.89+294028.8  236.17875  29.67468 
 SDSS J160144.56+271809.4  240.43569  27.30264 
 SDSS J155743.53+272753.0  239.43138  27.46473 
 SDSS J155642.94+273324.4  239.17896   27.5568 
 SDSS J155203.65+275159.6 238.015245  27.86658 
 SDSS J155233.97+274937.6 238.141575  27.82713 
 SDSS J155151.71+290829.4  237.96549  29.14151 
 SDSS J155512.91+290329.9 238.803795  29.05833 
 SDSS J155619.21+284647.3 239.080065  28.77981 
 SDSS J155522.04+281323.1  238.84185  28.22311 
 SDSS J155740.07+285249.0  239.41701  28.88027 
 SDSS J155949.41+280116.9 239.955885  28.02138 
 SDSS J160300.26+270037.0  240.75108  27.01028 
 SDSS J160024.36+264035.2 240.101535  26.67645 
 SDSS J155611.61+281133.3 239.048385  28.19259 
 SDSS J155711.30+281814.5  239.29713  28.30403 
 SDSS J155537.64+274548.8 238.906845  27.76357 
 SDSS J155900.65+275907.4  239.75271   27.9854 
 SDSS J155850.44+272323.9  239.71026  27.39007 
 SDSS J160424.22+275241.1  241.10091  27.87809 
 SDSS J160418.98+275129.5 241.079115  27.85819 
 SDSS J160636.78+272458.4  241.65327  27.41622 
 SDSS J160727.88+273411.2 241.866225  27.56979 
 SDSS J161258.51+260134.9  243.24381  26.02638 
 SDSS J161045.87+255127.2 242.691135  25.85757 
 SDSS J160411.05+260804.7  241.04607  26.13467 
 SDSS J160721.28+271524.4 241.838715  27.25678 
 SDSS J161019.46+270503.9  242.58108  27.08443 
 SDSS J161114.11+265524.2  242.80881  26.92341 
 SDSS J141751.51+432505.7 214.464675  43.41826 
 SDSS J141446.95+431733.1  213.69564  43.29253 
 SDSS J141301.82+431108.3 213.257565  43.18567 
 SDSS J141433.19+444817.8 213.638355  44.80494 
 SDSS J141315.10+435340.2  213.31293  43.89449 
 SDSS J141604.56+442623.9  214.01901  44.43999 
 SDSS J141834.08+440245.6  214.64205  44.04604 
 SDSS J141901.23+434016.5  214.75518  43.67128 
 SDSS J142033.13+443538.9  215.13807  44.59415 
 SDSS J142235.10+441350.7  215.64627  44.23079 
 SDSS J143230.44+415643.0  218.12691  41.94527 
 SDSS J143250.31+421525.2  218.20968    42.257 
 SDSS J142908.34+414950.8 217.284795  41.83076 
 SDSS J142832.60+424021.0  217.13586  42.67252 
 SDSS J142736.45+423711.4  216.90192  42.61985 
 SDSS J142535.64+423830.0 216.398535  42.64167 
 SDSS J142118.30+431110.3 215.326245  43.18621 
 SDSS J142017.42+430346.1 215.072595  43.06282 
 SDSS J142841.22+434134.2 217.171785  43.69284 
 SDSS J143243.92+432550.6 218.183025  43.43074 
 SDSS J143204.72+430329.0  218.01969  43.05807 
 SDSS J143347.14+430243.5  218.44644  43.04541 
 SDSS J144407.25+414750.3  221.03025  41.79732 
 SDSS J144134.95+415632.7 220.395645  41.94242 
 SDSS J143738.47+405326.4 219.410325  40.89067 
 SDSS J143742.41+412028.8  219.42675  41.34136 
 SDSS J143639.94+410937.3 219.166485  41.16041 
 SDSS J143944.57+412515.8  219.93573  41.42107 
 SDSS J143950.33+415217.9 219.959745  41.87165 
 SDSS J143632.06+414109.1 219.133605   41.6859 
 SDSS J143456.57+410915.3  218.73573  41.15427 
 SDSS J143335.45+421128.9 218.397735  42.19135 
 SDSS J143358.05+421313.8  218.49192  42.22052 
 SDSS J143133.32+412538.4  217.88889  41.42733 
 SDSS J143223.72+424125.1 218.098875  42.69031 
 SDSS J143226.79+422851.2 218.111655  42.48092 
 SDSS J143444.14+422842.2  218.68395   42.4784 
 SDSS J143549.01+423221.3  218.95422  42.53926 
 SDSS J143631.26+431124.6  219.13029  43.19019 
 SDSS J145114.17+402200.8 222.809085  40.36689 
 SDSS J145138.89+403557.0  222.91203  40.59918 
 SDSS J144712.76+404744.9 221.803155  40.79583 
 SDSS J144900.86+400044.2 222.253605  40.01232 
 SDSS J144533.81+410144.7  221.39091   41.0291 
 SDSS J144632.57+412729.9 221.635725  41.45832 
 SDSS J144751.33+412523.8 221.963925  41.42331 
 SDSS J145325.57+410711.3 223.356555  41.11983 
 SDSS J145225.92+412747.4 223.108035  41.46317 
 SDSS J145713.59+412801.7  224.30661  41.46712 
 SDSS J145635.95+411932.2  224.14983  41.32561 
 SDSS J150236.09+385517.4 225.650385  38.92152 
 SDSS J145652.73+390216.6  224.21976  39.03792 
 SDSS J145455.53+391149.9 223.731435  39.19721 
 SDSS J145812.20+395356.0  224.55084  39.89889 
 SDSS J150102.58+394200.1  225.26076  39.70005 
 SDSS J151706.28+371437.1 229.276185  37.24366 
 SDSS J151640.03+371245.2  229.16679   37.2126 
 SDSS J151544.58+372226.2  228.93579  37.37398 
 SDSS J151530.35+375604.5 228.876495  37.93458 
 SDSS J151251.71+372407.9 228.215505   37.4022 
 SDSS J152922.49+362142.2  232.34373  36.36175 
 SDSS J152619.36+361836.1  231.58071  36.31008 
 SDSS J152148.78+365242.1 230.453295  36.87838 
 SDSS J152635.92+373801.1 231.649695  37.63367 
 SDSS J152505.80+375736.5  231.27414  37.96016 
 SDSS J152648.95+372034.0  231.70398  37.34276 
 SDSS J153901.66+353046.0 234.756915  35.51279 
 SDSS J153733.13+345127.9  234.38808  34.85778 
 SDSS J153600.72+352710.4 234.003015  35.45293 
 SDSS J153409.86+345338.2 233.541105  34.89395 
 SDSS J153014.26+351603.6 232.559415  35.26768 
 SDSS J152739.48+360147.9 231.914535  36.03003 
 SDSS J152659.44+355837.0  231.74766  35.97696 
 SDSS J152856.84+361341.1  232.23684  36.22811 
 SDSS J152905.90+355211.4  232.27461  35.86988 
 SDSS J153251.48+370843.4  233.21451  37.14539 
 SDSS J153300.63+365918.0  233.25264  36.98833 
 SDSS J153423.07+370241.0 233.596125  37.04478 
 SDSS J153857.83+355709.3    234.741  35.95259 
 SDSS J153647.73+363227.0   234.1989  36.54084 
 SDSS J154711.94+344004.8  236.79975    34.668 
 SDSS J154417.87+344146.6   236.0745  34.69627 
 SDSS J154125.58+342830.3  235.35663   34.4751 
 SDSS J154055.12+343015.5  235.22967  34.50431 
 SDSS J153901.56+333654.4  234.75651  33.61512 
 SDSS J153450.29+352251.8 233.709555  35.38105 
 SDSS J153635.90+352831.5 234.149625  35.47544 
 SDSS J154119.08+352341.9 235.329525  35.39497 
 SDSS J154058.66+345223.5 235.244445  34.87321 
 SDSS J154559.90+345055.7   236.4996  34.84882 
 SDSS J154327.35+354249.4  235.86399  35.71373 
 SDSS J155205.98+332859.0  238.02492  33.48306 
 SDSS J155157.70+333119.6  237.99042  33.52213 
 SDSS J154906.53+330954.4 237.277215  33.16513 
 SDSS J154736.68+331857.8  236.90286  33.31609 
 SDSS J154723.76+330058.0 236.848995  33.01613 
 SDSS J154346.14+341521.6 235.942275    34.256 
 SDSS J154706.86+340121.0   236.7786  34.02251 
 SDSS J154839.10+343246.0  237.16296  34.54612 
 SDSS J155923.33+314712.5  239.84724  31.78681 
 SDSS J155917.31+321053.2  239.82213  32.18146 
 SDSS J155835.30+320810.5 239.647125  32.13625 
 SDSS J155834.03+322851.0 239.641815  32.48082 
 SDSS J155837.84+322747.1  239.65767  32.46309 
 SDSS J155658.65+315434.8 239.244405  31.90969 
 SDSS J155119.84+322743.2  237.83271  32.46201 
 SDSS J155537.70+325010.3   238.9071  32.83618 
 SDSS J155651.28+325836.9 239.213685  32.97695 
 SDSS J160100.18+325226.2 240.250725  32.87393 
 SDSS J160718.21+295623.7  241.82586  29.93992 
 SDSS J160603.61+303900.8 241.515075  30.65023 
 SDSS J160426.45+304504.7  241.11021  30.75131 
 SDSS J155939.56+312720.2 239.914875  31.45564 
 SDSS J160235.83+320419.7  240.64932  32.07216 
 SDSS J160253.08+312757.0 240.721155  31.46583 
 SDSS J160718.06+311645.0 241.825275  31.27917 
 SDSS J160642.60+315339.8 241.677495  31.89441 
 SDSS J161140.24+310301.1 242.917695  31.05033 
 SDSS J161835.15+294902.3  244.64649   29.8173 
 SDSS J161238.84+293836.8  243.16185  29.64358 
 SDSS J161242.69+295404.7   243.1779  29.90132 
 SDSS J161224.45+293926.1  243.10191  29.65725 
 SDSS J161148.71+292832.5 242.952975  29.47571 
 SDSS J161028.41+292324.1 242.618355  29.39003 
 SDSS J160809.56+294514.8  242.03985  29.75412 
 SDSS J160842.75+310533.5 242.178165  31.09267 
 SDSS J161339.19+301112.1 243.413325   30.1867 
 SDSS J161253.98+305003.1 243.224925   30.8342 
 SDSS J161323.74+303121.2  243.34896  30.52256 
 SDSS J161702.93+300853.9 244.262235   30.1483 
 SDSS J162508.55+283202.9 246.285645  28.53416 
 SDSS J162321.45+283744.7  245.83941  28.62908 
 SDSS J161755.15+275832.1  244.47981   27.9756 
 SDSS J161547.71+284605.7  243.94878  28.76831 
 SDSS J161619.14+291730.6  244.07976  29.29185 
 SDSS J162027.26+290741.7  245.11359  29.12827 
 SDSS J162443.03+284513.0 246.179355  28.75362 
 SDSS J163116.85+261001.9  247.82022  26.16721 
 SDSS J163014.63+261223.3  247.56099   26.2065 
 SDSS J162522.52+270923.4  246.34386  27.15651 
 SDSS J162516.89+265234.3   246.3204  26.87621 
 SDSS J162208.70+272054.3 245.536305  27.34843 
 SDSS J162149.53+273813.5 245.456385   27.6371 
 SDSS J162114.70+273806.5 245.311275  27.63514 
 SDSS J162619.86+280235.7 246.582795  28.04329 
 SDSS J162640.53+281759.5  246.66891  28.29985 
 SDSS J162700.42+275547.7 246.751755  27.92995 
 SDSS J163307.60+270323.3 248.281695  27.05649 
 SDSS J163523.44+252253.1  248.84772  25.38143 
 SDSS J163206.87+254336.2  248.02866  25.72672 
 SDSS J163348.94+251251.6  248.45394  25.21432 
 SDSS J163003.00+254738.8  247.51251  25.79412 
 SDSS J163227.89+270630.9 248.116245   27.1086 
 SDSS J163233.80+262250.6  248.14086  26.38071 
 SDSS J163806.94+260350.5 249.528915  26.06401 
 SDSS J164812.11+224833.2  252.05046  22.80923 
 SDSS J164637.07+225852.8  251.65449  22.98135 
 SDSS J164557.99+225527.0 251.491605  22.92417 
 SDSS J164720.02+233141.1  251.83344  23.52809 
 SDSS J164653.11+232825.0 251.721315  23.47363 
 SDSS J164326.72+234614.4 250.861335  23.77069 
 SDSS J164114.72+244530.2  250.31136  24.75841 
 SDSS J164915.31+240033.6  252.31383  24.00936 
 SDSS J165935.22+220643.3 254.896755  22.11204 
 SDSS J165752.92+204347.1  254.47053   20.7298 
 SDSS J165744.78+215611.1 254.436585  21.93644 
 SDSS J165121.88+215526.2 252.841185  21.92395 
 SDSS J165247.67+225637.5  253.19862  22.94375 
 SDSS J165456.18+223821.1 253.734135  22.63922 
 SDSS J165858.20+230820.8 254.742495  23.13912 
 SDSS J165754.92+232217.9  254.47884  23.37167 
 SDSS J170024.22+223450.6 255.100965  22.58075 
 SDSS J170029.74+221730.5 255.123945  22.29183 
 SDSS J170005.75+224830.5 255.023985  22.80847 
 SDSS J155041.99+360723.4 237.674955  36.12318 
 SDSS J154758.46+354903.7 236.993595  35.81772 
 SDSS J154849.35+361035.3  237.20562  36.17649 
 SDSS J154846.52+360903.9  237.19383   36.1511 
 SDSS J154409.41+361130.9  236.03922  36.19193 
 SDSS J154322.56+355105.4 235.844025  35.85151 
 SDSS J153947.71+361935.1  234.94881   36.3264 
 SDSS J154203.89+364427.2 235.516215   36.7409 
 SDSS J154200.32+364318.9  235.50138  36.72192 
 SDSS J154544.62+362053.9  236.43597  36.34829 
 SDSS J154805.70+363340.5  237.02376  36.56127 
 SDSS J154937.54+362231.2  237.40644  36.37535 
 SDSS J155457.75+341500.6 238.740675  34.25013 
 SDSS J155252.16+345943.2  238.21734  34.99535 
 SDSS J155243.10+343723.6  238.17963  34.62325 
 SDSS J155210.75+340503.4  238.04481  34.08427 
 SDSS J155059.19+344321.9  237.74667  34.72273 
 SDSS J154802.72+355347.3 237.011385   35.8965 
 SDSS J154936.69+361417.4  237.40293  36.23817 
 SDSS J154709.22+353846.1  236.78841  35.64616 
 SDSS J155314.71+363714.8  238.31133  36.62072 
 SDSS J155405.71+353424.7 238.523805  35.57353 
 SDSS J155348.86+352802.3 238.453605  35.46729 
 SDSS J155942.55+352346.1 239.927325  35.39617 
 SDSS J160446.52+334521.7  241.19385  33.75605 
 SDSS J160416.99+334855.5  241.07082  33.81545 
 SDSS J160306.86+333734.1 240.778605  33.62614 
 SDSS J160051.34+331206.0  240.21396  33.20165 
 SDSS J155645.91+334248.9 239.191335  33.71359 
 SDSS J155626.21+345250.8 239.109225  34.88078 
 SDSS J155644.90+343710.7 239.187135  34.61964 
 SDSS J155831.61+335750.9  239.63172  33.96417 
 SDSS J160000.84+343404.9 240.003495  34.56803 
 SDSS J160236.66+342404.3 240.652785  34.40121 
 SDSS J161223.26+313313.4 243.096915  31.55375 
 SDSS J161349.57+321507.3 243.456585  32.25205 
 SDSS J161155.50+320755.0 242.981265  32.13196 
 SDSS J160710.45+320903.0 241.793565  32.15083 
